id	user_id	name	duration	created_at	deleted_at	created_by	deleted_by	inactive_status	form_id	color	color_dark	color_medium	color_clear	intercom_cancel	sms_cancel	sms_cancel_hours	intercom_cancel_hours	do_not_call	check_resource_overlap	client_portal
1816	149	Paper OWI Evaluation	60	2022-11-01 20:12:41	2024-07-22 18:14:38	NULL	1	1	198	#e2f202	#2f3200	#ecfc02	#f9feb3	NULL	NULL	NULL	NULL	0	0	1
2320	213	Esketamine Return	30	2023-12-18 21:36:16	2024-05-23 12:21:34	NULL	NULL	1	103	#888888	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
2321	31	Spravato Return Visit	60	2023-12-19 22:09:24	2024-05-23 12:19:32	NULL	NULL	1	103	#8bc34a	#1a260c	#84bf3f	#daebc5	0	0	NULL	NULL	0	0	1
1200	125	Paper SU/MH Evaluation	60	2022-07-05 22:04:58	2024-01-15 19:33:32	NULL	NULL	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1201	125	Paper MH Evaluation	60	2022-07-05 22:04:58	2024-01-15 19:33:28	NULL	NULL	1	199	#ff0000	#330000	#ff0000	#ffb2b2	0	0	NULL	NULL	0	0	1
1215	150	Paper SU/MH Evaluation	60	2022-07-05 22:04:59	2024-01-15 19:32:58	NULL	NULL	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1216	150	Paper MH Evaluation	60	2022-07-05 22:04:59	2024-01-15 19:32:54	NULL	NULL	1	199	#ff0000	#330000	#ff0000	#ffb2b2	0	0	NULL	NULL	0	0	1
1217	150	Paper OWI Evaluation	60	2022-07-05 22:04:59	2024-01-15 19:32:52	NULL	NULL	1	198	#e2f202	#2f3200	#ecfc02	#f9feb3	0	0	NULL	NULL	0	0	1
1195	117	Paper SU/MH Evaluation	60	2022-07-05 22:04:58	2024-01-15 19:32:44	NULL	NULL	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1197	117	Paper OWI Evaluation	60	2022-07-05 22:04:58	2024-01-15 19:32:36	NULL	NULL	1	198	#e2f202	#2f3200	#ecfc02	#f9feb3	0	0	NULL	NULL	0	0	1
1179	81	Paper MH Evaluation	60	2022-07-05 22:04:58	2024-01-15 19:27:46	NULL	NULL	1	199	#ff0000	#330000	#ff0000	#ffb2b2	0	0	NULL	NULL	0	0	1
1323	71	Paper SU/MH Evaluation	60	2022-07-05 22:39:54	2024-01-15 19:26:56	NULL	NULL	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1324	71	Paper MH Evaluation	60	2022-07-05 22:39:54	2024-01-15 19:26:53	NULL	NULL	1	199	#ff0000	#330000	#ff0000	#ffb2b2	0	0	NULL	NULL	0	0	1
1616	54	Paper SU/MH Evaluation	60	2022-08-15 21:27:55	2024-01-15 19:25:26	NULL	NULL	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1783	182	Paper SU/MH Evaluation	60	2022-10-25 20:01:37	2024-01-15 19:25:10	NULL	NULL	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
1785	182	Paper OWI Evaluation	60	2022-10-25 20:01:37	2024-01-15 19:25:01	NULL	NULL	1	198	#e2f202	#2f3200	#ecfc02	#f9feb3	0	0	NULL	NULL	0	0	1
2072	201	Paper SU/MH Evaluation	60	2023-06-19 15:33:38	2024-01-15 19:21:35	NULL	NULL	1	197	#1157e4	#03122f	#115aed	#b7cdf9	0	0	NULL	NULL	0	0	1
2073	201	Paper MH Evaluation	60	2023-06-19 15:33:38	2024-01-15 19:21:29	NULL	NULL	1	199	#ff0000	#330000	#ff0000	#ffb2b2	0	0	NULL	NULL	0	0	1
2074	201	Paper OWI Evaluation	60	2023-06-19 15:33:38	2024-01-15 19:21:14	NULL	NULL	1	198	#e2f202	#2f3200	#ecfc02	#f9feb3	0	0	NULL	NULL	0	0	1
1644	143	Hospital Follow-up	30	2022-08-17 19:39:38	2023-03-30 20:57:55	NULL	NULL	1	99	#0f54f5	#021030	#0a50f4	#b5cafb	0	0	NULL	NULL	0	0	1
1643	143	Hospital Evaluation	60	2022-08-17 19:39:38	2023-03-30 20:57:52	NULL	NULL	1	98	#6c33d7	#14082a	#6529d5	#d0bff2	0	0	NULL	NULL	0	0	1
1642	141	Hospital Follow-up	30	2022-08-17 19:39:38	2023-03-30 20:56:31	NULL	NULL	1	99	#0f54f5	#021030	#0a50f4	#b5cafb	0	0	NULL	NULL	0	0	1
1832	183	Hospital Evaluation	60	2022-11-22 17:41:00	2023-03-30 20:55:47	NULL	NULL	1	98	#6c33d7	#14082a	#6529d5	#d0bff2	0	0	NULL	NULL	0	0	1
1833	183	Hospital Follow-up	30	2022-11-22 17:41:00	2023-03-30 20:55:43	NULL	NULL	1	99	#0f54f5	#021030	#0a50f4	#b5cafb	0	0	NULL	NULL	0	0	1
1645	144	Hospital Evaluation	60	2022-08-17 19:39:38	2023-03-30 20:54:34	NULL	NULL	1	98	#6c33d7	#14082a	#6529d5	#d0bff2	0	0	NULL	NULL	0	0	1
903	30	Adult Psych Followup	60	2022-06-24 18:11:21	2022-08-11 15:14:18	NULL	NULL	1	97	#126e4a	#072b1d	#23db93	#bdf4de	0	0	NULL	NULL	0	0	1
1459	150	MH OP Therapy Note	60	2022-07-12 14:04:14	2022-08-08 18:03:00	NULL	NULL	1	216	#3cb1ec	#04202e	#16a2e8	#b9e3f8	0	0	NULL	NULL	0	0	1
1456	16	MH OP Therapy Note	60	2022-07-11 21:11:27	2022-08-08 18:01:35	NULL	NULL	1	216	#3cb1ec	#04202e	#16a2e8	#b9e3f8	0	0	NULL	NULL	0	0	1
1450	15	MH OP Therapy Note	60	2022-07-11 21:07:46	2022-08-08 18:00:11	NULL	NULL	1	216	#3cb1ec	#04202e	#16a2e8	#b9e3f8	0	0	NULL	NULL	0	0	1
1460	125	MH OP Therapy Note	60	2022-07-12 19:58:20	2022-08-08 17:58:35	NULL	NULL	1	216	#3cb1ec	#04202e	#16a2e8	#b9e3f8	0	0	NULL	NULL	0	0	1
1454	92	MH OP Therapy Note	60	2022-07-11 21:10:28	2022-08-08 17:56:02	NULL	NULL	1	216	#3cb1ec	#04202e	#16a2e8	#b9e3f8	0	0	NULL	NULL	0	0	1
1455	87	MH OP Therapy Note	60	2022-07-11 21:10:57	2022-08-08 17:54:21	NULL	NULL	1	216	#3cb1ec	#04202e	#16a2e8	#b9e3f8	0	0	NULL	NULL	0	0	1
1560	82	MH OP Therapy Note (Medicare)	60	2022-07-21 19:24:07	2022-08-08 17:51:14	NULL	NULL	1	162	#888888	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
1449	82	MH OP Therapy Note	60	2022-07-11 21:05:56	2022-08-08 17:51:05	NULL	NULL	1	216	#3cb1ec	#04202e	#16a2e8	#b9e3f8	0	0	NULL	NULL	0	0	1
1458	81	MH OP Therapy Note	60	2022-07-11 21:14:22	2022-08-08 17:49:09	NULL	NULL	1	216	#3cb1ec	#04202e	#16a2e8	#b9e3f8	0	0	NULL	NULL	0	0	1
1448	71	MH OP Therapy Note	60	2022-07-11 19:47:00	2022-08-08 17:37:53	NULL	NULL	1	216	#3cb1ec	#04202e	#16a2e8	#b9e3f8	0	0	NULL	NULL	0	0	1
1457	69	MH OP Therapy Note	60	2022-07-11 21:13:33	2022-08-08 17:37:21	NULL	NULL	1	216	#3cb1ec	#04202e	#16a2e8	#b9e3f8	0	0	NULL	NULL	0	0	1
1451	14	MH OP Therapy Note	60	2022-07-11 21:08:10	2022-08-08 16:27:30	NULL	NULL	1	216	#3cb1ec	#04202e	#16a2e8	#b9e3f8	0	0	NULL	NULL	0	0	1
71	46	Intake	60	2022-05-06 17:02:14	2022-07-18 19:41:45	NULL	NULL	1	90	#d27f7f	#250d0d	#bc4242	#ebc6c6	0	0	NULL	NULL	0	0	1
1465	53	Non-ICM ProgNote-Billable	60	2022-07-12 21:11:40	2022-07-15 15:41:09	NULL	NULL	1	151	#6f9cd8	#0a1728	#3675c8	#c2d5ee	0	0	NULL	NULL	0	0	1
1152	53	ICM ProgNote-Billable	60	2022-07-05 15:38:33	2022-07-15 15:41:04	NULL	NULL	1	151	#6f9cd8	#0a1728	#3675c8	#c2d5ee	0	0	NULL	NULL	0	0	1
588	53	IHH ICM Monthly Billable Contact	60	2022-06-23 16:21:05	2022-07-15 15:40:50	NULL	NULL	1	34	#f10909	#310101	#f50909	#fcb5b5	0	0	NULL	NULL	0	0	1
1464	20	Non-ICM ProgNote-Billable	60	2022-07-12 21:11:40	2022-07-15 15:38:37	NULL	NULL	1	151	#6f9cd8	#0a1728	#3675c8	#c2d5ee	0	0	NULL	NULL	0	0	1
1461	20	ICM ProgNote-Billable	60	2022-07-12 20:22:54	2022-07-15 15:38:33	NULL	NULL	1	151	#6f9cd8	#0a1728	#3675c8	#c2d5ee	0	0	NULL	NULL	0	0	1
331	20	IHH ICM Monthly Billable Contact	60	2022-05-24 16:12:10	2022-07-15 15:37:47	NULL	NULL	1	34	#f10909	#310101	#f50909	#fcb5b5	0	0	NULL	NULL	0	0	1
329	65	IHH ICM Monthly Billable Contact	60	2022-05-24 16:11:26	2022-07-15 15:37:20	NULL	NULL	1	34	#f10909	#310101	#f50909	#fcb5b5	0	0	NULL	NULL	0	0	1
1468	109	Non-ICM ProgNote-Billable	60	2022-07-12 21:11:40	2022-07-15 15:36:43	NULL	NULL	1	151	#6f9cd8	#0a1728	#3675c8	#c2d5ee	0	0	NULL	NULL	0	0	1
1153	109	ICM ProgNote-Billable	60	2022-07-05 15:38:33	2022-07-15 15:36:38	NULL	NULL	1	151	#6f9cd8	#0a1728	#3675c8	#c2d5ee	0	0	NULL	NULL	0	0	1
336	109	IHH ICM Monthly Billable Contact	60	2022-05-24 16:13:51	2022-07-15 15:36:34	NULL	NULL	1	34	#f10909	#310101	#f50909	#fcb5b5	0	0	NULL	NULL	0	0	1
352	136	IHH ICM Monthly Billable Contact	60	2022-06-03 14:48:39	2022-07-15 15:36:03	NULL	NULL	1	34	#f10909	#310101	#f50909	#fcb5b5	0	0	NULL	NULL	0	0	1
325	107	IHH ICM Monthly Billable Contact	60	2022-05-24 16:09:09	2022-07-15 15:35:45	NULL	NULL	1	34	#f10909	#310101	#f50909	#fcb5b5	0	0	NULL	NULL	0	0	1
327	55	IHH ICM Monthly Billable Contact	60	2022-05-24 16:10:45	2022-07-15 15:35:18	NULL	NULL	1	34	#f10909	#310101	#f50909	#fcb5b5	0	0	NULL	NULL	0	0	1
343	122	IHH ICM Monthly Billable Contact	60	2022-05-24 16:15:47	2022-07-15 15:34:49	NULL	NULL	1	34	#f10909	#310101	#f50909	#fcb5b5	0	0	NULL	NULL	0	0	1
323	23	IHH ICM Monthly Billable Contact	60	2022-05-24 16:01:44	2022-07-15 15:34:29	NULL	NULL	1	34	#f10909	#310101	#f50909	#fcb5b5	0	0	NULL	NULL	0	0	1
341	116	IHH ICM Monthly Billable Contact	60	2022-05-24 16:15:25	2022-07-15 15:34:00	NULL	NULL	1	34	#f10909	#310101	#f50909	#fcb5b5	0	0	NULL	NULL	0	0	1
333	83	IHH ICM Monthly Billable Contact	60	2022-05-24 16:13:03	2022-07-15 15:31:29	NULL	NULL	1	34	#f10909	#310101	#f50909	#fcb5b5	0	0	NULL	NULL	0	0	1
335	93	IHH ICM Monthly Billable Contact	60	2022-05-24 16:13:27	2022-07-15 15:22:03	NULL	NULL	1	34	#f10909	#310101	#f50909	#fcb5b5	0	0	NULL	NULL	0	0	1
1467	93	Non-ICM ProgNote-Billable	60	2022-07-12 21:11:40	2022-07-15 15:21:36	NULL	NULL	1	151	#6f9cd8	#0a1728	#3675c8	#c2d5ee	0	0	NULL	NULL	0	0	1
1462	93	ICM ProgNote-Billable	60	2022-07-12 21:05:07	2022-07-15 15:21:27	NULL	NULL	1	151	#6f9cd8	#0a1728	#3675c8	#c2d5ee	0	0	NULL	NULL	0	0	1
1128	76	Individual Therapy-Medicare	60	2022-06-28 20:00:05	2022-07-05 22:57:28	NULL	NULL	1	162	#b7f708	#243101	#b6f707	#e9fcb4	0	0	NULL	NULL	0	0	1
1125	46	Individual Therapy-Medicare	60	2022-06-28 20:00:05	2022-07-01 18:41:09	NULL	NULL	1	162	#b7f708	#243101	#b6f707	#e9fcb4	0	0	NULL	NULL	0	0	1
443	71	Adult Psych Eval (Renew)	60	2022-06-21 14:33:26	2022-06-29 15:57:45	NULL	NULL	1	89	#45daf7	#022930	#0acef4	#b5f0fb	0	0	NULL	NULL	0	0	1
444	71	Adol Psych Eval (Renew) 	60	2022-06-21 14:33:26	2022-06-29 15:57:33	NULL	NULL	1	98	#f59132	#301802	#f37c0b	#fbd7b6	0	0	NULL	NULL	0	0	1
402	135	SU Therapy Evaluation	60	2022-06-20 18:02:02	2022-06-24 18:39:16	NULL	NULL	1	90	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
403	147	SU Therapy Evaluation	60	2022-06-20 18:02:02	2022-06-24 18:37:48	NULL	NULL	1	90	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
401	125	SU Therapy Evaluation	60	2022-06-20 18:02:02	2022-06-24 18:36:04	NULL	NULL	1	90	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
307	125	Therapy Evaluation	60	2022-05-06 18:14:15	2022-06-24 18:35:52	NULL	NULL	1	93	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
306	125	Intake	60	2022-05-06 18:14:09	2022-06-24 18:35:48	NULL	NULL	1	90	#d27f7f	#250d0d	#bc4242	#ebc6c6	0	0	NULL	NULL	0	0	1
300	124	Initial Med Exam	60	2022-05-06 18:13:11	2022-06-24 18:34:38	NULL	NULL	1	36	#e8eb1e	#2e2e04	#e7ea14	#f7f8b8	0	0	NULL	NULL	0	0	1
24	15	Intake	60	2022-02-04 18:57:59	2022-06-24 18:32:13	NULL	NULL	1	90	#888888	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
285	16	Therapy Evaluation	60	2022-05-06 18:10:14	2022-06-24 18:30:09	NULL	NULL	1	93	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
21	16	Intake	120	2022-02-04 18:56:41	2022-06-24 18:29:56	NULL	NULL	1	90	#f014aa	#2f0321	#ef0fa8	#fab7e4	0	0	NULL	NULL	0	0	1
471	150	SU Therapy Evaluation	60	2022-06-21 16:30:07	2022-06-24 18:27:48	NULL	NULL	1	90	#1b5aee	#03102f	#1153ed	#b7cbf9	0	0	NULL	NULL	0	0	1
400	117	SU Therapy Evaluation	60	2022-06-20 18:02:02	2022-06-24 18:26:39	NULL	NULL	1	90	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
398	87	SU Therapy Evaluation	60	2022-06-20 18:02:02	2022-06-24 18:20:35	NULL	NULL	1	90	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
212	88	Discharge	30	2022-05-06 17:43:01	2022-06-24 18:19:47	NULL	NULL	1	37	#888888	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
210	88	Med Follow-up Visit	30	2022-05-06 17:43:01	2022-06-24 18:19:39	NULL	NULL	1	97	#888888	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
209	88	Psych Evaluation	60	2022-05-06 17:43:01	2022-06-24 18:19:36	NULL	NULL	1	89	#878787	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
225	89	Medical Follow-up	30	2022-05-06 17:44:19	2022-06-24 18:19:01	NULL	NULL	1	15	#dcd509	#302f02	#f4ed0a	#fbf9b5	0	0	NULL	NULL	0	0	1
228	92	Intake	60	2022-05-06 17:45:51	2022-06-24 18:15:30	NULL	NULL	1	90	#d27f7f	#250d0d	#bc4242	#ebc6c6	0	0	NULL	NULL	0	0	1
249	144	Discharge	30	2022-05-06 18:01:55	2022-06-24 18:02:27	NULL	NULL	1	37	#888888	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
246	144	Psych Evaluation	60	2022-05-06 18:01:54	2022-06-24 18:02:20	NULL	NULL	1	89	#878787	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
247	144	Med Follow-up Visit	30	2022-05-06 18:01:54	2022-06-24 18:02:17	NULL	NULL	1	97	#888888	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
256	143	Discharge	30	2022-05-06 18:03:59	2022-06-24 18:00:33	NULL	NULL	1	37	#888888	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
181	81	Therapy Evaluation	60	2022-05-06 17:38:47	2022-06-24 17:54:23	NULL	NULL	1	93	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
388	26	SU Therapy Evaluation	60	2022-06-20 18:02:02	2022-06-24 17:51:08	NULL	NULL	1	90	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
394	76	SU Therapy Evaluation	60	2022-06-20 18:02:02	2022-06-24 17:45:41	NULL	NULL	1	90	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
118	30	Psych Evaluation	60	2022-05-06 17:24:49	2022-06-24 17:42:47	NULL	NULL	1	89	#878787	#191919	#7f7f7f	#d8d8d8	0	0	NULL	NULL	0	0	1
116	30	Medical Follow-up	30	2022-05-06 17:24:25	2022-06-24 17:42:35	NULL	NULL	1	15	#dcd509	#302f02	#f4ed0a	#fbf9b5	0	0	NULL	NULL	0	0	1
114	30	Initial Med Exam	60	2022-05-06 17:24:25	2022-06-24 17:42:27	NULL	NULL	1	36	#e8eb1e	#2e2e04	#e7ea14	#f7f8b8	0	0	NULL	NULL	0	0	1
447	71	SU Therapy Evaluation	60	2022-06-21 14:33:34	2022-06-24 17:40:45	NULL	NULL	1	90	#1b5aee	#03102f	#1153ed	#b7cbf9	0	0	NULL	NULL	0	0	1
491	17	Placement Screening	60	2022-06-21 16:43:28	2022-06-24 17:36:00	NULL	NULL	1	90	#4173e6	#05112d	#1d58e1	#bbcdf6	0	0	NULL	NULL	0	0	1
107	17	Individual Therapy	60	2022-05-06 17:18:30	2022-06-24 17:35:41	NULL	NULL	1	29	#98c3ec	#07192b	#2781d7	#bed9f3	0	0	NULL	NULL	0	0	1
106	17	Therapy Evaluation	60	2022-05-06 17:18:30	2022-06-24 17:35:38	NULL	NULL	1	93	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
391	69	SU Therapy Evaluation	60	2022-06-20 18:02:02	2022-06-24 17:33:39	NULL	NULL	1	90	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
467	54	Individual Therapy	60	2022-06-21 16:29:34	2022-06-24 17:14:37	NULL	NULL	1	29	#b7f708	#243101	#b6f707	#e9fcb4	0	0	NULL	NULL	0	0	1
461	156	SU Therapy Evaluation	60	2022-06-21 16:29:02	2022-06-24 17:13:17	NULL	NULL	1	90	#1b5aee	#03102f	#1153ed	#b7cbf9	0	0	NULL	NULL	0	0	1
479	44	SU Therapy Evaluation	60	2022-06-21 16:35:17	2022-06-24 17:04:35	NULL	NULL	1	90	#1b5aee	#03102f	#1153ed	#b7cbf9	0	0	NULL	NULL	0	0	1
385	14	SU Therapy Evaluation	60	2022-06-20 18:02:02	2022-06-23 21:13:52	NULL	NULL	1	90	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
196	14	Therapy Evaluation	60	2022-05-06 17:40:40	2022-06-23 21:13:44	NULL	NULL	1	93	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
392	74	SU Therapy Evaluation	60	2022-06-20 18:02:02	2022-06-23 21:12:46	NULL	NULL	1	90	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
132	75	Intake	60	2022-05-06 17:28:51	2022-06-23 21:09:36	NULL	NULL	1	90	#d27f7f	#250d0d	#bc4242	#ebc6c6	0	0	NULL	NULL	0	0	1
397	84	SU Therapy Evaluation	60	2022-06-20 18:02:02	2022-06-23 21:09:04	NULL	NULL	1	90	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
390	56	SU Therapy Evaluation	60	2022-06-20 18:02:02	2022-06-23 21:08:01	NULL	NULL	1	90	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
389	46	SU Therapy Evaluation	60	2022-06-20 18:02:02	2022-06-23 21:03:45	NULL	NULL	1	90	#ee1b1b	#2f0303	#ed1111	#f9b7b7	0	0	NULL	NULL	0	0	1
